IPN,Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Series,Part Status,Value,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Thickness (Max)
CAP-KEM-GP-0402-00567,https://api.kemet.com/component-edge/download/datasheet/CBR04C508A5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-13247-1-ND,CBR04C508A5GAC,KEMET,CAP CER 0.5PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,0.5pF,0.5pF,0.05pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00568,https://api.kemet.com/component-edge/download/datasheet/CBR04C279A5GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-17311-1-ND,CBR04C279A5GAC,KEMET,CAP CER 2.7PF 50V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,2.7pF,2.7pF,0.05pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00569,https://api.kemet.com/component-edge/download/datasheet/CBR04C829D1GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-8790-1-ND,CBR04C829D1GAC,KEMET,CAP CER 8.2PF 100V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,8.2pF,8.2pF,0.5pF,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00570,https://api.kemet.com/component-edge/download/datasheet/C0402C309B5GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14152-1-ND,C0402C309B5GAC7867,KEMET,CAP CER 3PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,3pF,3pF,0.1pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00571,https://api.kemet.com/component-edge/download/datasheet/CBR04C809D1GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-8848-1-ND,CBR04C809D1GAC,KEMET,CAP CER 8PF 100V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,8pF,8pF,0.5pF,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00572,https://api.kemet.com/component-edge/download/datasheet/CBR04C208A3GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-11251-1-ND,CBR04C208A3GAC,KEMET,CAP CER 0.2PF 25V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,0.2pF,0.2pF,0.05pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00573,https://api.kemet.com/component-edge/download/datasheet/C0402C823K8PACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15346-1-ND,C0402C823K8PAC7867,KEMET,CAP CER 0.082UF 10V X5R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X5R,Active,0.082uF,0.082uF,10%,10V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00574,https://api.kemet.com/component-edge/download/datasheet/C0402C689D5GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-7811-1-ND,C0402C689D5GACTU,KEMET,CAP CER 6.8PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,6.8pF,6.8pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00575,https://api.kemet.com/component-edge/download/datasheet/C0402C229D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15312-1-ND,C0402C229D3GAC7867,KEMET,CAP CER 2.2PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,2.2pF,2.2pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00576,https://api.kemet.com/component-edge/download/datasheet/C0402C229C4GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14436-1-ND,C0402C229C4GAC7867,KEMET,CAP CER 2.2PF 16V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,2.2pF,2.2pF,0.25pF,16V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00577,https://api.kemet.com/component-edge/download/datasheet/C0402C100J4GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14410-1-ND,C0402C100J4GAC7867,KEMET,CAP CER 10PF 16V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,10pF,10pF,5%,16V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00578,https://api.kemet.com/component-edge/download/datasheet/C0402C474K7PAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14917-1-ND,C0402C474K7PAC7867,KEMET,CAP CER 0.47UF 4V X5R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X5R,Active,0.47uF,0.47uF,10%,4V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00579,https://api.kemet.com/component-edge/download/datasheet/C0402C129D3GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14883-1-ND,C0402C129D3GAC7867,KEMET,CAP CER 1.2PF 25V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1.2pF,1.2pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00580,https://api.kemet.com/component-edge/download/datasheet/C0402C189D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15306-1-ND,C0402C189D3GAC7867,KEMET,CAP CER 1.8PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1.8pF,1.8pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00581,https://api.kemet.com/component-edge/download/datasheet/C0402C479D8GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14918-1-ND,C0402C479D8GAC7867,KEMET,CAP CER 4.7PF 10V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,4.7pF,4.7pF,0.5pF,10V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00582,https://api.kemet.com/component-edge/download/datasheet/C0402C563K8PAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14920-1-ND,C0402C563K8PAC7867,KEMET,CAP CER 0.056UF 10V X5R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X5R,Active,0.056uF,0.056uF,10%,10V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00583,https://api.kemet.com/component-edge/download/datasheet/C0402C689K5GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-17384-1-ND,C0402C689K5GAC7867,KEMET,CAP CER 6.8PF 50V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,6.8pF,6.8pF,10%,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00584,https://api.kemet.com/component-edge/download/datasheet/C0402C689D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15342-1-ND,C0402C689D3GAC7867,KEMET,CAP CER 6.8PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,6.8pF,6.8pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00585,https://api.kemet.com/component-edge/download/datasheet/C0402C479D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15333-1-ND,C0402C479D3GAC7867,KEMET,CAP CER 4.7PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,4.7pF,4.7pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00586,https://api.kemet.com/component-edge/download/datasheet/C0402C683K8PACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-3023-1-ND,C0402C683K8PACTU,KEMET,CAP CER 0.068UF 10V X5R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X5R,Active,0.068uF,0.068uF,10%,10V,X5R,-55°C ~ 85°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00587,https://api.kemet.com/component-edge/download/datasheet/C0402C109D3GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14875-1-ND,C0402C109D3GAC7867,KEMET,CAP CER 1PF 25V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1pF,1pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00588,https://api.kemet.com/component-edge/download/datasheet/C0402C229D8GAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14898-1-ND,C0402C229D8GAC7867,KEMET,CAP CER 2.2PF 10V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,2.2pF,2.2pF,0.5pF,10V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00589,https://api.kemet.com/component-edge/download/datasheet/C0402C279D5GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15316-1-ND,C0402C279D5GAC7867,KEMET,CAP CER 2.7PF 50V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,2.7pF,2.7pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00590,https://api.kemet.com/component-edge/download/datasheet/C0402C339D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15323-1-ND,C0402C339D3GAC7867,KEMET,CAP CER 3.3PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,3.3pF,3.3pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00591,https://api.kemet.com/component-edge/download/datasheet/C0402C159D3GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15300-1-ND,C0402C159D3GAC7867,KEMET,CAP CER 1.5PF 25V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,1.5pF,1.5pF,0.5pF,25V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00592,https://api.kemet.com/component-edge/download/datasheet/C0402C339D5GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-8965-1-ND,C0402C339D5GACTU,KEMET,CAP CER 3.3PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,3.3pF,3.3pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00593,https://api.kemet.com/component-edge/download/datasheet/C0402C220J8GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15310-1-ND,C0402C220J8GAC7867,KEMET,CAP CER 22PF 10V NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,22pF,22pF,5%,10V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00594,https://api.kemet.com/component-edge/download/datasheet/CBR04C100J1GAC.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402(0.6Thickness).JPG,399-8804-1-ND,CBR04C100J1GAC,KEMET,CAP CER 10PF 100V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,CBR-SMD RF C0G,Active,10pF,10pF,5%,100V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00595,https://api.kemet.com/component-edge/download/datasheet/C0402C109D5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15856-1-ND,C0402C109D5GACAUTO,KEMET,CAP CER 1PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,1pF,1pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00596,https://api.kemet.com/component-edge/download/datasheet/C0402C569D5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15771-1-ND,C0402C569D5GACAUTO,KEMET,CAP CER 5.6PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,5.6pF,5.6pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00597,https://api.kemet.com/component-edge/download/datasheet/C0402C339D5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15894-1-ND,C0402C339D5GACAUTO,KEMET,CAP CER 3.3PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,3.3pF,3.3pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00598,https://api.kemet.com/component-edge/download/datasheet/C0402C479D5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15895-1-ND,C0402C479D5GACAUTO,KEMET,CAP CER 4.7PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,4.7pF,4.7pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00599,https://api.kemet.com/component-edge/download/datasheet/C0402C229D5GACAUTO.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-15915-1-ND,C0402C229D5GACAUTO,KEMET,CAP CER 2.2PF 50V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Auto C0G,Active,2.2pF,2.2pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00600,https://api.kemet.com/component-edge/download/datasheet/C0402C101K4RAC7867.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-14865-1-ND,C0402C101K4RAC7867,KEMET,CAP CER 100PF 16V X7R 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm X7R,Active,100pF,100pF,10%,16V,X7R,-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
CAP-KEM-GP-0402-00601,https://api.kemet.com/component-edge/download/datasheet/C0402C220K4GACTU.pdf,"//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-1,00x0,50x0,55mm.jpg",399-10035-1-ND,C0402C220K4GACTU,KEMET,CAP CER 22PF 16V C0G/NP0 0402,Capacitor,SchLib\Capacitor.SchLib,0402_CAPC1005X06L,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06M,PcbLib\Capacitor.PcbLib,0402_CAPC1005X06N,PcbLib\Capacitor.PcbLib,SMD Comm C0G,Active,22pF,22pF,10%,16V,"C0G, NP0",-55°C ~ 125°C,"Surface Mount, MLCC",0402 (1005 Metric),"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)"
